F56	F91	F101	F98	F26	F54	F11	F40	F17	F52	F34	F82	F74	F22	F53	F75	F36	F92	F63	F64	F59	F69	O1	F89	F67	F104	F31	F68	F16	F76	F15	F47	F14	F42	F21	F50	F32	F87	F25	F58	F39	F61	F12	F60	F100	F23	F70	F37	F84	F20	F95	F90	F30	F79	F94	F71	F102	F44	F103	F18	F45	F33	F88	F19	F51	F65	F93	F29	F81	F49	F38	F83	F27	F55	F43	F97	F96	F28	F62	F99	F35	F78	F85	F86	F57	F13	F41	F48	F24	F80	F66	F72	F73	F77
dfrD 1_Z50141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrG 1_AB205645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0636	0	0	0	0	0	0	0	0	0
dfrK 8_FN812951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ere(A) 1_AY138453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0.0211	0	0.0161	0	0	0	0	0	0.0319	0	0	0	0	0	0	0.0359	0	0.0215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139
ere(A) 2_AF099140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ere(A) 3_AF326209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ere(A) 4_AF512546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092	0	0	0	0	0	0	0	0	0
erm(A) 1_X03216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0601	0	0	0	0	0	0	0	0	0	0	0.0267
erm(A) 3_EU348758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0836	0	0	0	0	0	0	0	0	0	0	0	0	0.0929	0.4955	0	0	0	0	0	0	0	0	0	0	0	0.0283	0	0	0.1694	0	0	0	0	0.0738	0	0.0453	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erm(B) 10_U86375	0.0741	0.3811	0.3395	0.1238	0.9384	1.0182	0	0	0.2705	0	0.2824	0	0.2683	0	0.0269	0.0709	0.2613	0.2234	0.1066	0.8484	0.6478	0.0468	0.0933	0.3037	0.1549	0	0.1963	0.08	0.066	0.3977	0.2084	0.1539	0.0554	0	0.6486	0.6666	0.7251	0.9632	0.0585	0.212	0.2209	0.6576	0.8846	0.4536	0.0407	0	0.079	0.6697	0.0901	0.297	0.2214	0.1269	0.4336	0.4601	0.1027	0.0623	0.4579	0.2334	0.1241	0.4783	0.7225	1.039	1.4058	0.054	0	0.0497	0.1396	0.1308	0.1866	0.5958	0	0.3029	0.0598	0.0541	0.0846	0.2009	0.6108	0.1176	0	0.3148	0.0635	0.0135	0	0	0.3344	0	0.0731	0.2522	0.5639	0.1721	0.0498	0	0.0799	0.0529
erm(B) 11_M19270	0.0741	0.0635	0.1132	0.0825	0.7976	0.4752	0.0554	0	0.0338	0	0.0706	0	0.0619	0	0	0.0709	0	0	0.0267	0.2559	0.5442	0.0935	0.0467	0.0506	0.0929	0	0	0.04	0.066	0.153	0.1563	0.2052	0.0554	0	0.4864	0.1212	0.3626	0.6232	0.0585	0	0.1104	0.411	0.3402	0.1815	0	0	0.0526	0.3348	0.1803	0.3564	0	0	0	0	0.1027	0.083	0	0	0.062	0.1196	0.1032	0.425	0.4363	0	0.0605	0.0829	0.0465	0.1308	0.0467	0.0805	0	0.1514	0	0	0.0564	0.067	0.1593	0	0	0	0	0.0677	0	0	0.3872	0	0.0365	0.2063	0.4934	0	0.0498	0.0597	0	0
erm(B) 12_U18931	0.2592	1.3339	1.3014	0.7426	4.1758	2.7153	0.2771	0.4519	0.2029	0.2803	0.6354	1.0297	2.1468	0.3516	0.323	0.6026	1.8292	0.8938	0.4531	1.8989	2.7987	0.561	0.3266	0.6581	0.6504	0.2028	0.2944	0.5598	0.1319	1.3768	0.8857	0.8723	0.2772	1.0085	1.3512	2.9087	3.3666	3.626	0.2925	0.9327	0.7731	2.5483	2.1774	1.8145	0.2851	0.2222	0.2632	1.8416	2.1632	0.7722	0.3874	0.2539	0.7806	2.8525	0.7706	0.5812	0.6868	0.5835	0.8684	0.6576	0.7225	3.7781	5.3325	0.054	0.605	0.3314	0.605	0.4359	1.0264	1.7068	0	0.4543	0.1795	0.1624	0.451	0.1339	1.8323	0.6663	0.3942	0.8656	0.3175	0.5553	0.4163	0.4424	2.4818	0.3926	0.8772	0.6648	1.1278	1.2048	0.1493	0.1194	0.1398	0.1321
erm(B) 15_U48430	0.1081	1.7921	0.4404	0.281	3.2409	1.9812	0.1079	0.3008	0.2632	0.1948	1.3738	0.4452	0.6627	0.0855	0.1048	0.1379	0.5085	0.5435	0.5186	2.1356	3.4034	0.1819	0.0908	0.4925	0.2411	0.2466	0.4296	0.1945	0.1284	1.5776	1.0644	0.7987	0.2158	0.2803	1.2094	2.4172	1.7132	2.0946	0.0569	0.2887	0.4835	2.1993	1.7211	1.1916	0.2377	0.1441	0.1793	2.4432	0.9646	0.8669	0.2692	0.1235	1.1813	2.9542	0.2499	0.1414	0.2227	0.1135	0.4828	0.6398	1.0041	3.9054	4.7162	0.2103	0.0589	0.2902	0.4075	0.212	0.3177	1.2062	0	0.2947	0.1164	0.158	0.192	0.1303	2.351	0.3432	0.1278	0.1531	0.0618	0.0791	0.1736	0	1.7124	0.191	0.32	0.3345	1.7144	1.7582	0.0484	0	0.0972	0
erm(B) 18_X66468	0.0354	0.2432	0.325	0.3554	1.3924	0.9098	0.0531	0.1138	0.0324	0.1917	0.3379	0.219	0.4743	0	0.0773	0.0339	0	0.107	0.2807	0.9798	0.9923	0.1343	0.0893	0.0485	0.2372	0.0971	0.1409	0.0383	0.0632	0.9372	0.0997	0.2947	0.1592	0.2758	0.8796	0.5801	1.1404	1.6271	0.056	0.1218	0.2115	0.905	0.2605	0.6514	0.1169	0	0.252	0.8013	0.4314	0.2843	0.053	0.1823	0.3321	0.6166	0.0492	0.1192	0.3287	0.0559	0.2375	0.1717	0.3952	1.3563	2.2739	0.0517	0.0579	0.111	0.3119	0.1669	0.3126	0.5395	0	0	0.1146	0	0.027	0	0.6864	0.3002	0.1572	0.3766	0.0608	0.0648	0	0.0706	0.5897	0.047	0.2799	0.2194	0.5398	0.3295	0.0715	0	0.0765	0
erm(B) 1_JN899585	0.0741	1.6515	0.3395	0.2475	2.9559	1.8328	0.1663	0.1189	0.2029	0.1602	0.4942	0.6864	0.9908	0.0879	0.2153	0.319	0.2613	0.7262	0.2399	1.2928	1.9176	0.2805	0.14	0.3544	0.2478	0.1014	0.2944	0.2399	0.1979	1.285	0.4168	0.821	0.0554	0.2881	1.3512	2.0604	1.7092	1.983	0.117	0.212	0.994	1.3975	1.7691	0.8619	0.1629	0.0741	0.2632	1.0045	0.9915	0.297	0.2214	0.1904	0.954	1.6563	0.411	0.2491	0.3434	0.4084	0.3101	0.4185	0.2064	3.0225	3.6843	0.2161	0.4235	0.2983	0.4654	0.3487	0.2333	1.0305	0	0	0.0598	0.1082	0.1691	0.2679	1.1684	0.3919	0.1314	0.3934	0.0635	0.2031	0.1784	0.1475	1.1617	0.3436	0.402	0.4355	0.8459	0.7745	0.0746	0.0597	0.02	0
erm(B) 20_AF109075	0.037	0.2541	0.4527	0.0413	1.6422	0.4752	0	0.1665	0.0338	0.04	0.353	0.2288	0.2271	0.0879	0.0538	0.2481	0	0.1117	0.1066	0.3501	0.5442	0.0468	0.0933	0.1519	0.1549	0.0507	0.1963	0.08	0	0.2754	0.2605	0.1539	0	0	0.7026	0.4242	0.4661	0.4533	0	0.0424	0.1104	0.4932	0.1361	0.2722	0.1222	0.0741	0.0526	1.1719	0.4507	0.1188	0.0553	0	0.0867	0.2761	0.1541	0.0208	0.1145	0.0583	0.1241	0	0.2064	0.6139	0.7756	0.054	0.0605	0.0994	0.1862	0.3051	0.2799	0.1127	0	0	0.0598	0.0541	0.0846	0.067	0.3983	0.1176	0	0.1574	0	0.0542	0.0595	0.0737	0.3872	0.2454	0.2193	0.1605	0.5639	0.7745	0.0746	0	0	0
erm(B) 21_U35228	0.0741	0.5082	0.3395	0.1238	1.4545	0.9504	0	0.0713	0.0676	0.0801	0.1412	0.1144	0.3303	0.0879	0.0269	0.0354	0	0.2234	0.2132	0.4714	0.6997	0.0935	0.14	0	0.2478	0	0.1472	0.08	0	0.3977	0.1563	0.2309	0.2218	0	0.2162	0.3636	0.6733	0.8499	0	0.1272	0.1104	0.3699	0.6124	0.3629	0.0814	0	0.0526	1.0045	0.1803	0.4752	0.0553	0.1269	0.1735	0.2761	0.2569	0.0623	0.2289	0.2917	0.1241	0.1794	0.2064	0.7556	1.115	0	0.121	0.1326	0.2327	0.3051	0.2333	0.3703	0	0.3029	0	0.0541	0.0564	0.1339	0.3983	0.0784	0.0328	0.0787	0	0.0813	0.119	0.0737	0.352	0.1963	0.1462	0.2292	0.4934	0.1721	0.0249	0.1194	0.02	0.0264
erm(B) 2_K00551	0.0741	0.2541	0.0566	0.0413	0.5161	0.3394	0.1109	0.1427	0	0.0801	0.2118	0	0.2271	0.0879	0.0538	0.1772	0	0	0.1866	0.2424	0.2073	0.1403	0.0933	0.1012	0.031	0	0.1472	0	0.066	0.1836	0.0521	0.1539	0	0	0.3783	0.1818	0.3626	0.5666	0.0585	0	0.1657	0.2877	0.4763	0.0454	0.1222	0.0741	0.0263	0	0.0901	0.1782	0	0	0.1735	0.092	0.1027	0.1038	0	0	0	0.1794	0.1032	0.8029	0.5817	0	0.121	0.0663	0.0931	0.0872	0.14	0.161	0	0	0	0.0541	0.0846	0.067	0.1593	0.0784	0	0	0.0635	0.0542	0	0	0.352	0.1472	0.1462	0	0.282	0.1721	0.0249	0	0	0.0264
erm(B) 6_AF242872	0.0364	1.3745	0.6678	0.5681	4.5224	4.6736	0	0.2105	0.133	0.4726	0.625	0.6752	0.8527	0	0.1589	0.3486	0	0.5494	0.6292	2.7286	3.7721	0.3679	0.0918	0.249	0.6093	0.2992	0.6274	0.4326	0.0649	2.2268	0.9736	1.1355	0.1091	0.8502	2.2858	4.2317	4.0243	3.6778	0.1726	0.4587	0.7061	4.0426	2.61	2.1862	0.3605	0.1457	0.1553	2.1406	1.5957	0.9348	0.3266	0.1248	2.2179	2.6246	0.5053	0.3471	0.1126	0.3443	0.4881	0.7056	1.2181	6.5494	8.1055	0.0531	0.1785	0.3097	0.595	0.2572	0.4589	1.457	0	0	0.1766	0.1065	0.2772	0.1976	2.3246	0.2698	0.2908	0.5418	0.1873	0.293	0.2925	0.2901	2.164	0.4827	0.5033	0.3382	1.7332	2.0315	0.0979	0	0	0.052
erm(B) 7_AF368302	0.117	2.742	1.0127	0.3909	3.9025	2.8588	0	0.4257	0.2136	0.3794	0.9664	1.0841	0.9128	0	0.2551	0.4105	0.2751	0.8822	0.9261	2.7223	4.2834	0.2461	0.1474	0.5863	0.6196	0.3202	0.4133	0.2947	0.1389	1.8361	1.2067	1.6206	0.1751	0	1.9347	2.7434	1.9631	3.9369	0.1848	0.7588	0.5814	3.8514	1.8626	1.7194	0.3001	0.2339	0.3326	2.8202	1.898	0.8131	0.2914	0.0668	1.461	3.9721	0.2163	0.3715	0.3013	0.4915	0.5225	0.8812	0.978	5.7677	6.2778	0.3413	0.4459	0.3489	0.784	0.5966	0.3438	1.814	0	0.1594	0.189	0.2279	0.3264	0.0705	2.684	0.3301	0.1729	1.077	0.2674	0.3992	0.1879	0.3105	2.6685	0.5167	0.4618	0.6516	2.1522	2.6276	0.0786	0.0629	0.0631	0.0278
erm(B) 9_AF299292	0.0741	0.4446	0.679	0.2063	1.5014	1.4255	0	0.1665	0.1353	0.1602	0.2824	0.2288	0.3716	0.1758	0.0269	0.319	0.2613	0.3352	0.1333	0.8484	1.0884	0.3273	0.28	0.0506	0.2478	0.1521	0.0491	0.12	0.1319	0.5507	0.2084	0.3848	0.1109	0.2881	1.135	1.3938	1.2948	1.813	0.117	0.1696	0.6075	1.1509	0.6124	1.0434	0.0814	0.1481	0.1053	0.6697	0.9915	0.1782	0.2214	0.5077	0.6071	1.4723	0.1541	0.2076	0.2289	0.1167	0.1861	0.2989	0.6192	2.2669	2.1815	0.2161	0.242	0.2983	0.0931	0.2179	0.3266	0.8212	0	0.1514	0.0598	0.0541	0.0846	0.067	0.6639	0.196	0.1971	0.3148	0	0.2031	0.0595	0.1475	0.7745	0.2945	0.4386	0.2292	0.8459	0.6024	0.0746	0	0.0599	0
erm(C) 10_Y09002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erm(C) 12_Y09003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177	0	0	0	0	0	0	0	0	0
erm(C) 1_V01278	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erm(C) 6_X82668	0	0	0	0.0415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0	0	0	0	0	0	0	0	0	0	0	0
erm(F) 2_M17124	0.9612	12.6803	7.4459	1.1079	2.8141	2.2484	0.397	0.3193	1.332	0.8603	0.948	1.5362	2.2728	0.7081	0.9157	3.9663	1.8714	5.0007	0.859	4.4244	3.0852	0.7533	0.6266	1.5408	5.6008	1.6791	2.5036	0.9664	0.4134	5.012	2.4251	1.1942	1.6379	1.5476	5.8059	3.96	7.0937	5.7818	0.7332	2.5048	2.2246	0	2.1318	1.3807	2.4423	0.2652	0.754	2.0982	1.291	2.1271	1.1396	1.1931	3.2608	4.0362	2.3453	3.6791	1.9982	3.0817	3.8314	4.7096	9.0541	7.6097	6.8999	1.4994	0.8666	2.24	0.9165	1.8339	0.8352	1.8883	0	0.6779	0.8036	0.5329	2.5233	0.8992	1.6165	2.456	1.1173	0.7748	1.421	1.7337	1.6505	1.4521	5.7826	5.2283	2.9118	1.067	2.2716	2.08	0.1782	0.3207	0.1788	0.3548
erm(F) 3_M17808	1.2927	23.4273	14.5878	2.142	4.9561	3.4637	0.7939	0.3832	2.2704	2.2223	1.7065	2.6628	4.3608	1.731	2.2169	6.6633	4.4446	10.3014	1.0499	7.5347	5.7065	1.0463	0.9608	3.3989	8.6785	3.1313	3.6456	2.1476	0.7086	8.7368	4.244	2.3884	3.0277	1.9345	10.3538	9.4389	12.8892	10.6	1.3616	3.3397	4.4986	0.4415	3.2282	1.5025	4.1921	0.8618	1.461	4.4961	2.6627	2.8715	1.7341	2.1589	6.2111	7.7429	6.2541	6.0575	4.3037	3.9174	6.3301	6.4222	18.2931	12.1332	13.0621	2.6119	1.6789	4.0942	2.1247	2.3022	1.9211	2.9117	1.4858	1.0846	1.6607	1.1627	3.5578	0.9592	2.0206	4.3155	1.97	0.7044	2.8419	2.7278	2.1829	3.6303	11.25	8.9628	4.5477	1.7237	2.3978	4.006	0.4009	0.3741	0.3039	0.5914
erm(F) 4_M62487	0.0331	0.3412	0.152	0.1108	0.63	0.4861	0.0992	0.0213	0.2422	0.2151	0	0.2048	0.6098	0.0787	0.1446	0.1587	0	0.5501	0.1432	0.217	0.6959	0.0837	0.0835	0.136	0.7486	0.1815	0.2196	0.179	0.1772	1.8898	0.5596	0.1837	0.2482	0	2.5159	2.2783	2.2255	5.1732	0.0524	0.0759	2.0763	0.5887	1.0355	0.5685	0.4374	0.2652	0.0236	0.1499	0.0807	4.2541	0	0.0568	0.6987	0.4942	0.8737	0.2044	0.1025	1.2536	0.1666	1.0168	0.5543	1.691	4.3396	0.5804	0.0542	0.5192	0.2083	0.078	0.0418	0.3459	0	0.2711	0.1071	0.0484	0.2776	0.1798	0.2377	0.1403	0.0294	0.0704	0.1137	0.1697	0	0.396	1.3393	0.2197	0.229	0.2052	1.7037	0.3852	0.0445	0.0534	0.0179	0.0237
erm(G) 1_M15332	2.3458	6.3238	5.3487	2.3232	10.5689	10.1029	1.728	3.6592	3.1286	4.2279	5.396	4.3719	6.2066	3.3587	4.331	3.707	6.3069	6.7411	2.9217	8.3152	18.3715	2.6799	4.5518	2.4945	11.6802	4.3332	3.9473	3.4177	2.1892	11.6298	4.2437	3.7667	1.2267	1.5937	7.4461	9.933	16.823	14.4146	2.3533	7.1624	17.049	11.4905	6.5687	6.6146	4.5045	2.0851	3.2824	8.4179	7.07	6.3919	2.6716	6.063	8.8088	8.6056	13.0698	10.1236	7.0217	5.8089	4.6783	5.6513	4.878	14.3899	17.2572	2.2277	1.2777	10.8318	5.1011	8.6791	7.5532	5.8779	3.3383	2.1321	5.1152	5.4967	2.6928	1.4143	7.7977	4.2961	1.8167	5.3809	6.7042	11.3039	3.5886	5.1903	14.8681	2.3197	3.6753	4.4719	3.4024	4.5868	1.9515	4.3231	1.205	1.9665
erm(G) 2_L42817	1.3404	4.9824	3.6986	0.9957	6.7471	8.1916	1.6722	2.1524	1.7683	1.7314	2.272	2.7612	3.944	1.6793	2.0843	2.4951	3.9418	4.3255	1.4474	4.1982	10.6581	2.2568	1.877	0.9164	8.9704	2.2941	2.7631	1.5279	1.1941	6.2456	3.1434	2.6315	1.0594	0.7244	6.0873	4.8751	9.4271	9.8566	1.6473	5.4571	11.9954	10.1265	4.1054	3.3757	2.3751	0.8191	2.0383	6.2292	6.7981	4.3608	1.3358	3.191	4.2736	5.2744	8.5754	6.3664	5.698	5.3982	3.7427	4.3888	4.1515	5.8414	10.676	1.304	1.0951	7.4822	3.3696	6.575	6.7557	4.1291	0.8346	1.2184	3.7913	2.83	1.2189	1.1449	5.875	2.2072	0.8918	3.4818	3.384	6.5508	3.2297	3.9298	9.7882	0.9377	2.4625	2.0516	2.2683	3.4617	1.0508	1.9214	0.5423	1.0098
erm(Q) 1_L22689	0.1041	0.6549	0.4773	0.0773	0.7916	0.509	0	0.1783	0.0634	0.0751	0.5294	0.3217	0.058	0	0.2523	0.2658	0.2449	0.1571	0.1249	0.4797	0.6315	0.1753	0.1749	0.3796	0.4355	0.2376	0.184	0.075	0	0.2868	0.3906	2.1642	0.1039	0.135	0.152	0.7384	0.9709	0.6903	0.2742	0.755	0.7764	0.809	0.3189	0.9779	0.1527	0	0.1234	0.7846	1.0983	0.167	0.0519	0.0595	0.1626	0.6037	0.337	0.1556	0.4292	0.1094	0.2326	0.056	1.1608	1.7263	0.9996	0.3545	0.9073	0.3262	0.0436	0	0.2624	0.6942	0.7779	0	0	0.1014	0.1849	0	0.5974	0.2204	0.0616	0.0738	0.0595	0.1016	0.0557	0.1382	0.3794	0.046	0.3768	0.043	0.0661	0.8873	0.0933	0.2239	0.0374	0.0991
erm(T) 1_M64090	0	0	0.0569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0521	0	0	0	0	0	0	0	0	0.0308	0	0.0258	0	0	0	0	0	0	0	0	0	0	0.0684	0.0456	0	0	0	0	0	0	0	0	0	0	0.0517	0	0	0	0	0	0	0.3324	0.1462	0	0.0608	0	0	0	0	0	0	0	0	0	0	0	0.0267	0	0	0	0	0	0.0598	0	0.0177	0	0.0368	0	0.0709	0	0	0	0	0
erm(T) 2_AY894138	0	0	0	0	0.0472	0	0	0	0	0	0	0.115	0	0	0	0	0	0	0	0.0406	0.0261	0	0	0	0	0	0	0	0	0.0308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0557	0	0	0	0.0517	0	0	0	0	0	0	0.1425	0.0975	0.0543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177	0	0	0	0	0.0865	0	0	0	0
erm(T) 3_AF310974	0	0.0639	0.0569	0	0	0.0683	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135	0.0261	0	0	0	0	0	0.0987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456	0	0	0	0	0	0	0	0	0	0	0.155	0	0	0	0	0	0.1038	0	0	0	0.0608	0	0	0	0	0	0	0	0	0	0	0	0.0267	0	0	0	0	0	0	0	0	0	0.0368	0	0	0	0	0	0	0
erm(T) 4_AJ488494	0	0.1906	0	0.0413	0.3284	0	0	0	0	0	0	0.2288	0.0206	0	0	0	0	0.0559	0	0.0135	0.3628	0	0	0.0506	0	0	0	0	0	0.0612	0.1563	0	0	0	0.054	0	0.0518	0.2266	0	0	0	0	0.2041	0	0	0.0741	0	0.1674	0.0901	0	0	0	0.0867	0.092	0.0514	0.0415	0.0572	0	0	0.1794	0.1032	0.3306	0.5817	0	0	0.0663	0.1396	0	0.0467	0	0	0	0	0	0	0	0.1062	0	0	0	0	0.0135	0	0	0.0176	0	0.0365	0	0.0705	0	0	0	0	0
erm(X) 1_M36726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0776	0.0398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erm(X) 2_X51472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0.0248	0	0	0	0	0	0	0	0	0	0	0.0246	0	0	0	0	0.0496	0	0	0	0	0	0	0.0434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0452	0.0928	0.0517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erm(X) 3_U21300	0	0.1216	0	0	0	0	0	0.0228	0	0	0	0	0	0	0	0	0	0	0.0255	0	0	0	0	0	0.0297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0706	0	0	0	0	0	0	0	0	0	0
erm(X) 4_NC_005206	0	0	0	0	0	0.0558	0	0	0	0	0	0	0	0.1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1481	0.0488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0606	0.0145	0	0	0	0	0	0	0	0	0
fexA 1_AJ549214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0	0	0	0	0.0256	0	0	0	0.0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278	0	0	0.0323	0	0	0.016	0	0	0	0	0	0	0.0232
floR 1_AF071555	0	0	0	0.0219	0	0	0	0	0	0.0212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225	0	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187	0	0	0	0	0	0	0	0	0
floR 2_AF118107	0	0	0	0	0	0	0	0	0	0.0424	0	0	0.0109	0	0	0	0	0	0.0141	0	0.0137	0	0	0	0	0.0269	0	0	0	0.0324	0	0	0	0.0764	0	0	0.0275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0.0247	0	0	0	0	0.0287	0	0	0	0	0	0.0417	0	0	0	0	0.028	0	0	0.0243	0	0	0	0.0316	0	0
fosA 11_DQ396803	0	0	0	0	0	0	0	0	0.7644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1178	0.058	0	0	0.2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0743	0	0	0.0612	0	0	0	0	0	0	0	0	0	0	0	0
